snapshot_id,game_id,game_date,snapshot_created_at,start_time,home_team,away_team,home_win,pipeline_version,snapshot_policy,market_no_vig_home_prob,premarket_model_home_prob,edge_at_prediction_time,odds_source,betting_mode,snapshot_valid,snapshot_invalid_reason,game_status,rating_source,model_source,displayed_home_win_pct,predicted_home_win_pct,manual_no_odds_pred,home_moneyline_odds,away_moneyline_odds,model_edge_home,spread_line,total_line,odds_quality_status,suspicious_odds_reason,bookmaker_quotes_json,market_adjustment_applied,recommendation_status,moneyline_recommendation,spread_recommendation,total_recommendation,home_kelly_fraction,away_kelly_fraction,over_prob,home_cover_prob,away_cover_prob,nrfi_prob,nrfi_recommendation,elo_diff,bt_strength_diff,sp_era_diff,sp_fip_diff,sp_csw_diff,sp_stuff_plus_diff,k_pct_diff,bb_pct_diff,pitcher_rating_diff,bullpen_ip_diff,bullpen_availability_diff,dynamic_park_factor,winrate_diff,timezone_diff,sp_fip_diff_available,sp_csw_diff_available,sp_stuff_plus_diff_available,pitcher_advanced_available,bullpen_context_available,statcast_woba_available,top3_woba_available,weather_available,team_form_available,lineup_context_available,starter_context_available,odds_available,is_day_game,catcher_era_diff,cs_diff,wind_effect,temp_effect,precip_effect,injury_diff,dynamic_pythag_diff,log5_prob,lag30_winrate_diff,lag30_runs_diff,rest_diff,back2back_diff,games_last_3d_diff,games_last_7d_diff,rest_pressure_diff,pitch_movement_diff,avg_bat_speed_diff,odds_change,zone_size,k_rate,elo_momentum_7d,elo_momentum_30d,barrel_pa_diff,hardhit_pa_diff,swing_miss_diff,csw_diff,barrel_bb_pct_diff,sprint_speed_diff,pitch_type_matchup_score,top3_woba_diff,statcast_launch_speed_diff,statcast_barrel_diff,statcast_hard_hit_diff,statcast_woba_diff,platoon_ops_diff
baseline_v2_clean:824183,824183,2026-06-07,2026-06-07T02:19:15Z,2026-06-07T18:10:00Z,Astros,Athletics,0,baseline_v2_clean,first_seen_pregame,0.5,0.4727,-0.0273,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.485,0.485,0.4727,1.91,1.91,-0.0273,1.5,9.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-07T02:18:29Z"",""home_moneyline_odds"":1.96,""away_moneyline_odds"":1.89,""home_spread_line"":1.5,""home_spread_odds"":1.59,""total_line"":9.0,""over_odds"":1.89,""under_odds"":1.93},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-07T02:18:28Z"",""home_moneyline_odds"":1.91,""away_moneyline_odds"":1.91,""home_spread_line"":1.5,""home_spread_odds"":1.54,""total_line"":9.0,""over_odds"":1.91,""under_odds"":1.91},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-07T02:18:10Z"",""home_moneyline_odds"":1.91,""away_moneyline_odds"":1.91,""home_spread_line"":1.5,""home_spread_odds"":1.6,""total_line"":9.0,""over_odds"":1.87,""under_odds"":1.95}]",True,TRACKING_ONLY,NO BET,NO BET,NO BET,0.0,0.0,0.4776,0.466,0.534,,NO DATA,44.8708,0.000306,1.91,3.1252,-0.0301,-14.46,-0.0141,0.0459,-19.1,24.0,23.0,1.0,-0.0142,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.497,0.6266,0.1283,1.8717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824916,824916,2026-06-07,2026-06-07T02:19:15Z,2026-06-07T17:35:00Z,Braves,Pirates,1,baseline_v2_clean,first_seen_pregame,0.5729,0.6362,0.0633,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.6077,0.6077,0.6362,1.67,2.24,0.0633,-1.5,8.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-07T02:18:29Z"",""home_moneyline_odds"":1.68,""away_moneyline_odds"":2.24,""home_spread_line"":-1.5,""home_spread_odds"":2.38,""total_line"":8.5,""over_odds"":1.85,""under_odds"":1.96},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-07T02:18:28Z"",""home_moneyline_odds"":1.67,""away_moneyline_odds"":2.25,""home_spread_line"":-1.5,""home_spread_odds"":2.35,""total_line"":8.5,""over_odds"":1.85,""under_odds"":1.98},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-07T02:18:10Z"",""home_moneyline_odds"":1.67,""away_moneyline_odds"":2.23,""home_spread_line"":-1.5,""home_spread_odds"":2.36,""total_line"":8.5,""over_odds"":1.83,""under_odds"":2.0}]",True,PAPER_BET,Braves ML,Braves spread,UNDER,0.0,0.0,0.3884,0.6526,0.3474,,NO DATA,77.3312,-12.559495,-2.42,-1.7059,0.0359,10.8,-0.003,-0.0748,24.2,-47.0,-44.5,1.02,0.1538,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.015,0.0,0.0,0.6829,0.1852,1.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.1852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823453,823453,2026-06-07,2026-06-07T02:19:15Z,2026-06-07T17:35:00Z,Phillies,White Sox,1,baseline_v2_clean,first_seen_pregame,0.598,0.724,0.1261,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.661,0.661,0.724,1.6,2.38,0.1261,-1.5,9.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-07T02:18:29Z"",""home_moneyline_odds"":1.64,""away_moneyline_odds"":2.32,""home_spread_line"":-1.5,""home_spread_odds"":2.3,""total_line"":9.5,""over_odds"":1.95,""under_odds"":1.87},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-07T02:18:28Z"",""home_moneyline_odds"":1.59,""away_moneyline_odds"":2.4,""home_spread_line"":-1.5,""home_spread_odds"":2.18,""total_line"":9.5,""over_odds"":1.85,""under_odds"":1.98},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-07T02:18:10Z"",""home_moneyline_odds"":1.6,""away_moneyline_odds"":2.38,""home_spread_line"":-1.5,""home_spread_odds"":2.19,""total_line"":9.5,""over_odds"":1.88,""under_odds"":1.95}]",True,PAPER_BET,Phillies ML,White Sox spread,OVER,0.0,0.0,0.8334,0.4394,0.5606,,NO DATA,142.3654,-12.559816,-14.7,-10.5061,0.1204,33.13,0.1091,-0.1318,50.0,46.0,64.0,1.09,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.005,0.01,0.0,0.0,0.0,0.5263,0.0242,-0.3063,0.0,0.0,1.0,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.1667,0.0242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823696,823696,2026-06-07,2026-06-07T02:19:15Z,2026-06-07T18:10:00Z,Twins,Royals,0,baseline_v2_clean,first_seen_pregame,0.5,0.3,-0.2,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.4,0.4,0.3,1.91,1.91,-0.2,1.5,9.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-07T02:18:29Z"",""home_moneyline_odds"":1.96,""away_moneyline_odds"":1.89,""home_spread_line"":1.5,""home_spread_odds"":1.55,""total_line"":9.0,""over_odds"":1.93,""under_odds"":1.89},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-07T02:18:28Z"",""home_moneyline_odds"":1.91,""away_moneyline_odds"":1.91,""home_spread_line"":null,""home_spread_odds"":null,""total_line"":9.0,""over_odds"":1.87,""under_odds"":1.95},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-07T02:18:10Z"",""home_moneyline_odds"":1.91,""away_moneyline_odds"":1.91,""home_spread_line"":1.5,""home_spread_odds"":1.6,""total_line"":9.0,""over_odds"":1.89,""under_odds"":1.93}]",True,PAPER_BET,Royals ML,Twins spread,NO BET,0.0,0.0,0.4668,0.579,0.421,,NO DATA,-98.0536,12.55932,1.04,0.3507,-0.0052,-1.46,0.0206,0.0308,-10.4,-44.0,-9.5,0.98,0.0545,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.6667,0.1667,0.7579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1429,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824268,824268,2026-06-07,2026-06-07T02:19:15Z,2026-06-07T17:40:00Z,Tigers,Mariners,1,baseline_v2_clean,first_seen_pregame,0.474,0.284,-0.1899,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.379,0.379,0.284,2.02,1.82,-0.1899,1.5,8.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-07T02:18:29Z"",""home_moneyline_odds"":2.04,""away_moneyline_odds"":1.82,""home_spread_line"":1.5,""home_spread_odds"":1.6,""total_line"":8.5,""over_odds"":1.93,""under_odds"":1.89},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-07T02:18:28Z"",""home_moneyline_odds"":2.0,""away_moneyline_odds"":1.83,""home_spread_line"":1.5,""home_spread_odds"":1.61,""total_line"":8.5,""over_odds"":1.95,""under_odds"":1.87},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-07T02:18:10Z"",""home_moneyline_odds"":2.02,""away_moneyline_odds"":1.81,""home_spread_line"":1.5,""home_spread_odds"":1.61,""total_line"":8.5,""over_odds"":1.96,""under_odds"":1.87}]",True,PAPER_BET,Mariners ML,Tigers spread,OVER,0.0,0.0,0.726,0.7154,0.2846,,NO DATA,-142.2737,-0.000115,-0.22,0.2163,0.0021,0.37,0.0343,0.0301,2.2,-42.0,-26.5,0.96,-0.1231,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.2712,-1.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823857,823857,2026-06-07,2026-06-07T02:19:15Z,2026-06-07T17:40:00Z,Marlins,Rays,1,baseline_v2_clean,first_seen_pregame,0.4895,0.667,0.1775,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.5783,0.5783,0.667,1.95,1.87,0.1775,1.5,8.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-07T02:18:29Z"",""home_moneyline_odds"":1.96,""away_moneyline_odds"":1.89,""home_spread_line"":1.5,""home_spread_odds"":1.56,""total_line"":8.5,""over_odds"":2.0,""under_odds"":1.82},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-07T02:18:28Z"",""home_moneyline_odds"":1.95,""away_moneyline_odds"":1.87,""home_spread_line"":1.5,""home_spread_odds"":1.59,""total_line"":8.5,""over_odds"":2.0,""under_odds"":1.83},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-07T02:18:10Z"",""home_moneyline_odds"":1.95,""away_moneyline_odds"":1.87,""home_spread_line"":1.5,""home_spread_odds"":1.58,""total_line"":8.5,""over_odds"":1.98,""under_odds"":1.84}]",True,PAPER_BET,Marlins ML,Marlins spread,NO BET,0.0,0.0,0.4566,0.7304,0.2696,,NO DATA,140.7019,-6.28006,-0.17,-1.0642,-0.0029,1.64,-0.0544,-0.0486,1.7,-163.0,-125.0,0.88,-0.145,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4815,-0.0185,-0.2546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,-0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823537,823537,2026-06-07,2026-06-07T02:19:15Z,2026-06-07T17:35:00Z,Yankees,Red Sox,1,baseline_v2_clean,first_seen_pregame,0.6015,0.6827,0.0812,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.6421,0.6421,0.6827,1.59,2.4,0.0812,-1.5,8.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-07T02:18:29Z"",""home_moneyline_odds"":1.62,""away_moneyline_odds"":2.36,""home_spread_line"":-1.5,""home_spread_odds"":2.28,""total_line"":7.5,""over_odds"":1.82,""under_odds"":2.0},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-07T02:18:28Z"",""home_moneyline_odds"":1.59,""away_moneyline_odds"":2.4,""home_spread_line"":-1.5,""home_spread_odds"":2.25,""total_line"":8.0,""over_odds"":1.85,""under_odds"":1.98},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-07T02:18:10Z"",""home_moneyline_odds"":1.58,""away_moneyline_odds"":2.41,""home_spread_line"":-1.5,""home_spread_odds"":2.22,""total_line"":8.0,""over_odds"":1.85,""under_odds"":1.98}]",True,PAPER_BET,Yankees ML,NO BET,UNDER,0.0,0.0,0.2392,0.51,0.49,,NO DATA,122.4453,6.280436,-1.49,-0.9864,0.0405,10.33,0.0452,-0.0357,14.9,0.0,0.0,1.15,0.1518,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.4815,-0.0183,0.1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.0183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824998,824998,2026-06-09,2026-06-08T00:35:33Z,2026-06-09T02:05:00Z,Athletics,Brewers,0,baseline_v2_clean,first_seen_pregame,0.4081,0.3982,-0.0054,"BetMGM, DraftKings, FanDuel",paper_trading,true,,Preview,elo,manual,0.4026,0.4026,0.3982,2.35,1.62,-0.0054,1.5,11.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-08T00:35:05Z"",""home_moneyline_odds"":2.3,""away_moneyline_odds"":1.65,""home_spread_line"":1.5,""home_spread_odds"":1.82,""total_line"":10.5,""over_odds"":1.82,""under_odds"":2.0},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-08T00:35:06Z"",""home_moneyline_odds"":2.35,""away_moneyline_odds"":1.61,""home_spread_line"":1.5,""home_spread_odds"":1.88,""total_line"":11.0,""over_odds"":1.97,""under_odds"":1.85},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-08T00:34:29Z"",""home_moneyline_odds"":2.35,""away_moneyline_odds"":1.62,""home_spread_line"":1.5,""home_spread_odds"":1.87,""total_line"":11.0,""over_odds"":1.98,""under_odds"":1.85}]",true,TRACKING_ONLY,NO BET,Brewers spread,UNDER,0.0,0.0,0.0818,0.4422,0.5578,,NO DATA,-5.1162,12.560665,2.8,2.5167,-0.0583,-19.19,-0.1154,0.0013,-28.0,-42.0,-25.5,1.0,-0.158,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.497,0.25,-0.3424,-3.3091,0.0,0.0,0.0,1.0,-0.15,0.0,0.1043,0.0,0.0,0.0,-0.2778,-0.3424,0.0047,0.0119,0.0,0.0,0.0,0.0,0.0,0.0035,0.1043,0.0047,0.0119,0.0035,0.0
baseline_v2_clean:823218,823218,2026-06-09,2026-06-08T00:35:33Z,2026-06-09T01:45:00Z,Giants,Nationals,0,baseline_v2_clean,first_seen_pregame,0.6163,0.6481,0.0175,"BetMGM, DraftKings, FanDuel",paper_trading,true,,Preview,elo,manual,0.6338,0.6338,0.6481,1.55,2.49,0.0175,-1.5,8.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-08T00:35:05Z"",""home_moneyline_odds"":1.54,""away_moneyline_odds"":2.54,""home_spread_line"":-1.5,""home_spread_odds"":2.18,""total_line"":8.0,""over_odds"":1.87,""under_odds"":1.95},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-08T00:35:06Z"",""home_moneyline_odds"":1.55,""away_moneyline_odds"":2.49,""home_spread_line"":-1.5,""home_spread_odds"":2.19,""total_line"":8.0,""over_odds"":1.93,""under_odds"":1.89},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-08T00:34:29Z"",""home_moneyline_odds"":1.56,""away_moneyline_odds"":2.45,""home_spread_line"":-1.5,""home_spread_odds"":2.18,""total_line"":8.0,""over_odds"":1.95,""under_odds"":1.87}]",true,TRACKING_ONLY,NO BET,Giants spread,OVER,0.0,0.0,0.6126,0.5638,0.4362,,NO DATA,85.8751,-12.56059,-2.14,-2.4845,0.0229,12.25,0.0563,0.0104,21.4,50.0,53.0,0.89,-0.1,-3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3462,-0.1564,-1.5148,1.0,-1.0,-2.0,-1.0,1.35,0.0,0.1703,0.0,0.0,0.0,0.0714,-0.1564,0.0079,0.0188,0.0,0.0,0.0,0.0,0.0,-0.0142,0.1703,0.0079,0.0188,-0.0142,0.0
baseline_v2_clean:824025,824025,2026-06-09,2026-06-08T00:35:33Z,2026-06-09T01:38:00Z,Angels,Astros,0,baseline_v2_clean,first_seen_pregame,0.4674,0.2585,-0.1044,"BetMGM, DraftKings, FanDuel",paper_trading,true,,Preview,elo,manual,0.3629,0.3629,0.2585,2.04,1.79,-0.1044,1.5,9.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-08T00:35:05Z"",""home_moneyline_odds"":2.0,""away_moneyline_odds"":1.85,""home_spread_line"":1.5,""home_spread_odds"":1.59,""total_line"":9.0,""over_odds"":1.91,""under_odds"":1.91},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-08T00:35:06Z"",""home_moneyline_odds"":2.04,""away_moneyline_odds"":1.79,""home_spread_line"":1.5,""home_spread_odds"":1.64,""total_line"":9.0,""over_odds"":1.93,""under_odds"":1.89},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-08T00:34:29Z"",""home_moneyline_odds"":2.05,""away_moneyline_odds"":1.77,""home_spread_line"":1.5,""home_spread_odds"":1.62,""total_line"":9.0,""over_odds"":1.91,""under_odds"":1.91}]",true,PAPER_BET,Astros ML,Astros spread,NO BET,0.0,0.0,0.462,0.1932,0.8068,,NO DATA,-108.1633,-12.560563,7.56,1.7549,-0.0089,-6.97,-0.0143,0.0035,-50.0,-65.0,-38.5,0.94,-0.069,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.331,-0.1705,-1.3438,0.0,0.0,0.0,1.0,-0.15,0.0,-0.4164,0.0,0.0,0.0,-0.2273,-0.1705,-0.0189,-0.0473,0.0,0.0,0.0,0.0,0.0,-0.017,-0.4164,-0.0189,-0.0473,-0.017,0.0
baseline_v2_clean:823289,823289,2026-06-09,2026-06-08T00:35:33Z,2026-06-09T01:40:00Z,Padres,Reds,1,baseline_v2_clean,first_seen_pregame,0.557,0.5148,-0.0232,"BetMGM, DraftKings, FanDuel",paper_trading,true,,Preview,elo,manual,0.5338,0.5338,0.5148,1.71,2.15,-0.0232,-1.5,8.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-08T00:35:05Z"",""home_moneyline_odds"":1.7,""away_moneyline_odds"":2.2,""home_spread_line"":-1.5,""home_spread_odds"":2.55,""total_line"":8.0,""over_odds"":1.87,""under_odds"":1.95},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-08T00:35:06Z"",""home_moneyline_odds"":1.74,""away_moneyline_odds"":2.13,""home_spread_line"":-1.5,""home_spread_odds"":2.53,""total_line"":8.0,""over_odds"":1.9,""under_odds"":1.93},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-08T00:34:29Z"",""home_moneyline_odds"":1.71,""away_moneyline_odds"":2.15,""home_spread_line"":-1.5,""home_spread_odds"":2.5,""total_line"":8.0,""over_odds"":1.91,""under_odds"":1.91}]",true,TRACKING_ONLY,NO BET,Reds spread,UNDER,0.0,0.0,0.3546,0.2734,0.7266,,NO DATA,44.1142,-0.010933,0.47,-1.2905,0.0326,9.94,0.0431,-0.022,-4.7,56.0,31.0,0.87,0.0312,-3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5056,0.0055,-0.0934,0.0,0.0,1.0,1.0,-0.5,0.0,-0.1507,0.0,0.0,0.0,0.1071,0.0055,-0.0069,-0.0171,0.0,0.0,0.0,0.0,0.0,-0.023,-0.1507,-0.0069,-0.0171,-0.023,0.0
baseline_v2_clean:824427,824427,2026-06-08,2026-06-08T00:35:33Z,2026-06-08T22:40:00Z,Guardians,Yankees,0,baseline_v2_clean,first_seen_pregame,0.5091,0.4273,-0.0409,"BetMGM, DraftKings, FanDuel",paper_trading,true,,Preview,elo,manual,0.4682,0.4682,0.4273,1.88,1.95,-0.0409,1.5,8.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-08T00:35:05Z"",""home_moneyline_odds"":1.89,""away_moneyline_odds"":1.96,""home_spread_line"":1.5,""home_spread_odds"":1.5,""total_line"":7.5,""over_odds"":1.82,""under_odds"":2.0},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-08T00:35:06Z"",""home_moneyline_odds"":1.88,""away_moneyline_odds"":1.95,""home_spread_line"":1.5,""home_spread_odds"":1.52,""total_line"":8.0,""over_odds"":1.91,""under_odds"":1.91},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-08T00:34:29Z"",""home_moneyline_odds"":1.87,""away_moneyline_odds"":1.95,""home_spread_line"":1.5,""home_spread_odds"":1.5,""total_line"":8.0,""over_odds"":1.91,""under_odds"":1.91}]",true,PAPER_BET,Yankees ML,Guardians spread,UNDER,0.0,0.0,0.272,0.7154,0.2846,,NO DATA,-27.2915,6.280247,-0.02,0.2698,0.0124,1.8,0.0318,0.0071,0.2,0.0,0.35,1.06,-0.0415,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5895,0.0899,-0.8545,0.0,0.0,2.0,2.0,-1.0,0.0,-0.7427,0.0,0.0,0.0,0.0286,0.0899,-0.0338,-0.0844,0.0,0.0,0.0,0.0,0.0,-0.0677,-0.7427,-0.0338,-0.0844,-0.0677,0.0
baseline_v2_clean:822972,822972,2026-06-08,2026-06-08T00:35:33Z,2026-06-08T22:40:00Z,Rays,Red Sox,1,baseline_v2_clean,first_seen_pregame,0.4844,0.2155,-0.1345,"BetMGM, DraftKings, FanDuel",paper_trading,true,,Preview,elo,manual,0.3499,0.3499,0.2155,1.98,1.86,-0.1345,1.5,7.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-08T00:35:05Z"",""home_moneyline_odds"":1.98,""away_moneyline_odds"":1.86,""home_spread_line"":1.5,""home_spread_odds"":1.56,""total_line"":7.5,""over_odds"":1.83,""under_odds"":1.98},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-08T00:35:06Z"",""home_moneyline_odds"":1.98,""away_moneyline_odds"":1.85,""home_spread_line"":1.5,""home_spread_odds"":1.57,""total_line"":7.5,""over_odds"":1.85,""under_odds"":1.98},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-08T00:34:29Z"",""home_moneyline_odds"":1.95,""away_moneyline_odds"":1.87,""home_spread_line"":1.5,""home_spread_odds"":1.56,""total_line"":7.5,""over_odds"":1.83,""under_odds"":2.0}]",true,PAPER_BET,Red Sox ML,NO BET,NO BET,0.0,0.0,0.52,0.466,0.534,,NO DATA,-144.7735,6.280461,1.97,-0.4258,-0.005,0.86,0.0189,0.0289,-19.7,0.0,0.0,0.91,0.1682,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833,0.0833,-0.4167,0.0,0.0,1.0,1.0,-0.5,0.0,0.0794,0.0,0.0,0.0,-0.2333,0.0833,0.0036,0.009,0.0,0.0,0.0,0.0,0.0,0.0128,0.0794,0.0036,0.009,0.0128,0.0
