game_id,game_date,start_time,captured_at,home_team,away_team,home_probable_pitcher_id,away_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_name,home_sp_fip,away_sp_fip,sp_fip_diff,home_sp_k_pct,away_sp_k_pct,k_pct_diff,home_sp_bb_pct,away_sp_bb_pct,bb_pct_diff,home_sp_csw_proxy,away_sp_csw_proxy,sp_csw_diff,home_sp_stuff_plus_proxy,away_sp_stuff_plus_proxy,sp_stuff_plus_diff,pitcher_advanced_source_status,pitcher_advanced_reason,pitcher_advanced_captured_at
824512,2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T16:07:50.641249+00:00,Cincinnati Reds,Atlanta Braves,666157.0,675911.0,Nick Lodolo,Spencer Strider,5.3714,5.3564,0.015,0.1801,0.2788,-0.0987,0.0853,0.1212,-0.0359,0.2974,0.3288,-0.0314,92.07,99.11,-7.04,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824513,2026-05-30,2026-05-30T23:15:00+00:00,2026-05-30T22:01:24.114016+00:00,Cincinnati Reds,Atlanta Braves,663903.0,527048.0,Brady Singer,Martín Pérez,5.7438,3.9056,1.8382,0.1793,0.2069,-0.0276,0.076,0.0931,-0.0171,0.3016,0.3069,-0.0053,91.62,98.53,-6.91,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824581,2026-06-27,2026-06-27T20:10:00+00:00,2026-06-27T18:12:17.625259+00:00,Chicago White Sox,Kansas City Royals,663436.0,608379.0,Davis Martin,Michael Wacha,2.9065,3.689,-0.7825,0.2381,0.1918,0.0463,0.0635,0.0685,-0.005,0.3373,0.3116,0.0257,107.01,99.63,7.38,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824582,2026-06-26,2026-06-26T23:40:00+00:00,2026-06-26T22:20:58.424642+00:00,Chicago White Sox,Kansas City Royals,689818.0,674444.0,David Sandlin,Steven Cruz,5.2724,6.3877,-1.1153,0.25,0.3028,-0.0528,0.125,0.1284,-0.0034,0.3125,0.3372,-0.0247,96.18,97.84,-1.66,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824583,2026-06-24,2026-06-24T18:10:00+00:00,2026-06-24T17:11:58.442936+00:00,Chicago White Sox,Cleveland Guardians,607200.0,676440.0,Erick Fedde,Tanner Bibee,5.5241,4.558,0.9661,0.1524,0.2104,-0.058,0.0915,0.0753,0.0162,0.2804,0.3175,-0.0371,88.35,98.34,-9.99,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824584,2026-06-23,2026-06-23T23:40:00+00:00,2026-06-23T23:14:51.379243+00:00,Chicago White Sox,Cleveland Guardians,680732.0,800048.0,Sean Burke,Parker Messick,3.9817,3.153,0.8287,0.239,0.2715,-0.0325,0.0824,0.078,0.0044,0.3283,0.3468,-0.0185,102.36,108.45,-6.09,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824585,2026-06-22,2026-06-22T23:40:00+00:00,2026-06-22T23:27:07.473559+00:00,Chicago White Sox,Cleveland Guardians,641743.0,668909.0,Anthony Kay,Gavin Williams,5.052,3.8448,1.2072,0.1821,0.2853,-0.1032,0.0867,0.0797,0.007,0.2977,0.3528,-0.0551,93.12,107.62,-14.5,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824586,2026-06-14,2026-06-14T18:10:00+00:00,2026-06-14T12:01:32.809155+00:00,Chicago White Sox,Los Angeles Dodgers,607200.0,686218.0,Erick Fedde,Emmet Sheehan,5.5241,4.6074,0.9167,0.1524,0.2621,-0.1097,0.0915,0.069,0.0225,0.2804,0.3466,-0.0662,88.35,103.87,-15.52,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824587,2026-06-13,2026-06-13T20:10:00+00:00,2026-06-13T14:54:26.594670+00:00,Chicago White Sox,Los Angeles Dodgers,680732.0,808967.0,Sean Burke,Yoshinobu Yamamoto,3.9817,3.2964,0.6853,0.239,0.2464,-0.0074,0.0824,0.0487,0.0337,0.3283,0.3488,-0.0205,102.36,107.85,-5.49,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824588,2026-06-12,2026-06-12T23:40:00+00:00,2026-06-12T23:22:44.338782+00:00,Chicago White Sox,Los Angeles Dodgers,641743.0,808963.0,Anthony Kay,Roki Sasaki,5.052,5.0861,-0.0341,0.1821,0.2315,-0.0494,0.0867,0.0965,-0.0098,0.2977,0.3175,-0.0198,93.12,97.17,-4.05,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824589,2026-06-11,2026-06-11T23:40:00+00:00,2026-06-11T23:27:57.470624+00:00,Chicago White Sox,Atlanta Braves,641743.0,527048.0,Anthony Kay,Martín Pérez,5.052,3.9056,1.1464,0.1821,0.2069,-0.0248,0.0867,0.0931,-0.0064,0.2977,0.3069,-0.0092,93.12,98.53,-5.41,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824590,2026-06-10,2026-06-10T23:40:00+00:00,2026-06-10T21:27:34.957253+00:00,Chicago White Sox,Atlanta Braves,663436.0,519242.0,Davis Martin,Chris Sale,2.9065,2.7071,0.1994,0.2381,0.2895,-0.0514,0.0635,0.0614,0.0021,0.3373,0.364,-0.0267,107.01,112.92,-5.91,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824591,2026-06-09,2026-06-09T23:40:00+00:00,2026-06-09T22:25:45.628325+00:00,Chicago White Sox,Atlanta Braves,685126.0,656550.0,Brandon Eisert,Grant Holmes,4.0677,5.4045,-1.3368,0.2747,0.2025,0.0722,0.0659,0.1153,-0.0494,0.3544,0.2936,0.0608,106.99,91.81,15.18,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824592,2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T18:01:13.612831+00:00,Chicago White Sox,Detroit Tigers,680732.0,672456.0,Sean Burke,Keider Montero,3.9817,3.8414,0.1403,0.239,0.1609,0.0781,0.0824,0.0517,0.0307,0.3283,0.3046,0.0237,102.36,97.43,4.93,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824593,2026-05-30,2026-05-30T18:10:00+00:00,2026-05-30T17:21:45.615146+00:00,Chicago White Sox,Detroit Tigers,641743.0,664285.0,Anthony Kay,Framber Valdez,5.052,4.1662,0.8858,0.1821,0.1847,-0.0026,0.0867,0.0815,0.0052,0.2977,0.3016,-0.0039,93.12,96.45,-3.33,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824663,2026-06-19,2026-06-19T18:20:00+00:00,2026-06-19T17:24:26.547271+00:00,Chicago Cubs,Toronto Blue Jays,676962.0,592332.0,Ben Brown,Kevin Gausman,2.4971,3.7842,-1.2871,0.2453,0.236,0.0093,0.0717,0.0558,0.0159,0.3368,0.3401,-0.0033,108.3,104.78,3.52,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824664,2026-06-21,2026-06-21T18:20:00+00:00,2026-06-21T16:01:38.010521+00:00,Chicago Cubs,Toronto Blue Jays,684007.0,656302.0,Shota Imanaga,Dylan Cease,4.8609,2.356,2.5049,0.2385,0.3668,-0.1283,0.0623,0.1146,-0.0523,0.3381,0.3761,-0.038,101.28,117.44,-16.16,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824665,2026-06-20,2026-06-20T18:20:00+00:00,2026-06-20T16:26:28.968464+00:00,Chicago Cubs,Toronto Blue Jays,607067.0,571578.0,Colin Rea,Patrick Corbin,4.7364,4.5928,0.1436,0.1703,0.1672,0.0031,0.0838,0.0772,0.0066,0.2933,0.295,-0.0017,93.12,93.77,-0.65,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824666,2026-06-15,2026-06-16T00:05:00+00:00,2026-06-15T10:30:49.037896+00:00,Chicago Cubs,Colorado Rockies,684007.0,547179.0,Shota Imanaga,Michael Lorenzen,4.8609,4.7974,0.0635,0.2385,0.1776,0.0609,0.0623,0.071,-0.0087,0.3381,0.3033,0.0348,101.28,94.69,6.59,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824667,2026-06-16,2026-06-17T00:05:00+00:00,2026-06-16T23:41:50.007397+00:00,Chicago Cubs,Colorado Rockies,665795.0,663372.0,Edward Cabrera,Ryan Feltner,5.0631,4.8872,0.1759,0.2104,0.1768,0.0336,0.0939,0.101,-0.0071,0.3083,0.2879,0.0204,95.34,91.94,3.4,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824668,2026-06-17,2026-06-18T00:05:00+00:00,2026-06-17T22:49:45.131796+00:00,Chicago Cubs,Colorado Rockies,665871.0,807743.0,Javier Assad,Sean Sullivan,4.7327,7.1833,-2.4506,0.1554,0.1186,0.0368,0.057,0.1186,-0.0616,0.2992,0.25,0.0492,93.78,77.82,15.96,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824669,2026-06-06,2026-06-06T18:20:00+00:00,2026-06-06T13:40:39.003341+00:00,Chicago Cubs,San Francisco Giants,676962.0,694738.0,Ben Brown,Landen Roupp,2.4971,2.9378,-0.4407,0.2453,0.2624,-0.0171,0.0717,0.0939,-0.0222,0.3368,0.3343,0.0025,108.3,106.91,1.39,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824670,2026-06-07,2026-06-08T00:30:00+00:00,2026-06-07T10:56:39.401112+00:00,Chicago Cubs,San Francisco Giants,592791.0,686790.0,Jameson Taillon,Trevor McDonald,6.3069,4.002,2.3049,0.2056,0.1965,0.0091,0.0801,0.083,-0.0029,0.3127,0.3068,0.0059,92.23,98.0,-5.77,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824671,2026-06-03,2026-06-04T00:05:00+00:00,2026-06-03T23:43:03.467080+00:00,Chicago Cubs,Athletics,607067.0,605488.0,Colin Rea,Jeffrey Springs,4.7364,5.6341,-0.8977,0.1703,0.2058,-0.0355,0.0838,0.0765,0.0073,0.2933,0.3146,-0.0213,93.12,94.56,-1.44,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824672,2026-06-04,2026-06-05T00:05:00+00:00,2026-06-04T22:20:52.609536+00:00,Chicago Cubs,Athletics,684007.0,669372.0,Shota Imanaga,J.T. Ginn,4.8609,4.0135,0.8474,0.2385,0.212,0.0265,0.0623,0.0978,-0.0355,0.3381,0.3071,0.031,101.28,98.34,2.94,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824673,2026-06-05,2026-06-05T18:20:00+00:00,2026-06-05T17:54:01.846132+00:00,Chicago Cubs,San Francisco Giants,665795.0,592662.0,Edward Cabrera,Robbie Ray,5.0631,4.7882,0.2749,0.2104,0.2186,-0.0082,0.0939,0.1148,-0.0209,0.3083,0.3019,0.0064,95.34,95.31,0.03,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824675,2026-06-02,2026-06-03T00:05:00+00:00,2026-06-02T23:02:12.073800+00:00,Chicago Cubs,Athletics,592791.0,695611.0,Jameson Taillon,Gage Jump,6.3069,2.1377,4.1692,0.2056,0.2574,-0.0518,0.0801,0.0735,0.0066,0.3127,0.3419,-0.0292,92.23,110.45,-18.22,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824743,2026-06-26,2026-06-26T23:10:00+00:00,2026-06-26T22:20:58.424642+00:00,Boston Red Sox,New York Yankees,801139.0,701542.0,Payton Tolle,Will Warren,3.1841,3.6,-0.4159,0.2421,0.2289,0.0132,0.0702,0.079,-0.0088,0.3359,0.3249,0.011,106.04,102.77,3.27,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824745,2026-06-27,2026-06-27T17:10:00+00:00,2026-06-27T16:13:56.436448+00:00,Boston Red Sox,New York Yankees,687562.0,543037.0,Jake Bennett,Gerrit Cole,3.1,4.5867,-1.4867,0.1938,0.2125,-0.0187,0.0543,0.0625,-0.0082,0.3197,0.325,-0.0053,102.74,99.49,3.25,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824746,2026-06-17,2026-06-17T22:45:00+00:00,2026-06-17T20:26:01.614215+00:00,Boston Red Sox,Toronto Blue Jays,687562.0,680755.0,Jake Bennett,Braydon Fisher,3.1,4.4636,-1.3636,0.1938,0.2386,-0.0448,0.0543,0.1136,-0.0593,0.3197,0.3125,0.0072,102.74,98.38,4.36,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824747,2026-06-25,2026-06-25T23:10:00+00:00,2026-06-25T22:27:03.058701+00:00,Boston Red Sox,New York Yankees,813349.0,693645.0,Connelly Early,Cam Schlittler,4.7198,2.21,2.5098,0.2347,0.2995,-0.0648,0.0853,0.0508,0.0345,0.3247,0.3743,-0.0496,99.49,116.26,-16.77,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824748,2026-06-18,2026-06-18T17:35:00+00:00,2026-06-18T15:44:17.819682+00:00,Boston Red Sox,Toronto Blue Jays,543243.0,702056.0,Sonny Gray,Trey Yesavage,3.8074,3.7923,0.0151,0.2109,0.2329,-0.022,0.0639,0.1205,-0.0566,0.3235,0.3062,0.0173,101.56,99.27,2.29,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824749,2026-06-13,2026-06-13T20:10:00+00:00,2026-06-13T14:54:26.594670+00:00,Boston Red Sox,Texas Rangers,624133.0,594798.0,Ranger Suarez,Jacob deGrom,2.6766,3.585,-0.9084,0.2493,0.2986,-0.0493,0.0742,0.0563,0.0179,0.3376,0.3711,-0.0335,107.96,111.6,-3.64,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824750,2026-06-16,2026-06-16T22:45:00+00:00,2026-06-16T21:14:10.018628+00:00,Boston Red Sox,Toronto Blue Jays,801139.0,656302.0,Payton Tolle,Dylan Cease,3.1841,2.356,0.8281,0.2421,0.3668,-0.1247,0.0702,0.1146,-0.0444,0.3359,0.3761,-0.0402,106.04,117.44,-11.4,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824751,2026-06-14,2026-06-14T23:20:00+00:00,2026-06-14T12:01:32.809155+00:00,Boston Red Sox,Texas Rangers,813349.0,543135.0,Connelly Early,Nathan Eovaldi,4.7198,4.1565,0.5633,0.2347,0.244,-0.0093,0.0853,0.0556,0.0297,0.3247,0.3442,-0.0195,99.49,104.48,-4.99,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824752,2026-06-12,2026-06-12T23:10:00+00:00,2026-06-12T21:52:30.159126+00:00,Boston Red Sox,Texas Rangers,543243.0,683004.0,Sonny Gray,Jack Leiter,3.8074,4.7625,-0.9551,0.2109,0.2338,-0.0229,0.0639,0.0986,-0.0347,0.3235,0.3176,0.0059,101.56,98.2,3.36,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824753,2026-06-04,2026-06-04T17:35:00+00:00,2026-06-04T14:58:51.159192+00:00,Boston Red Sox,Baltimore Orioles,678394.0,669432.0,Brayan Bello,Trevor Rogers,5.018,3.9824,1.0356,0.156,0.181,-0.025,0.0851,0.0712,0.0139,0.2854,0.3049,-0.0195,90.74,97.46,-6.72,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824754,2026-06-02,2026-06-02T22:45:00+00:00,2026-06-02T21:54:22.349462+00:00,Boston Red Sox,Baltimore Orioles,813349.0,669358.0,Connelly Early,Shane Baz,4.7198,3.834,0.8858,0.2347,0.199,0.0357,0.0853,0.086,-0.0007,0.3247,0.3065,0.0182,99.49,98.52,0.97,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824755,2026-06-03,2026-06-03T22:45:00+00:00,2026-06-03T21:48:35.136209+00:00,Boston Red Sox,Baltimore Orioles,801139.0,605135.0,Payton Tolle,Chris Bassitt,3.1841,4.7686,-1.5845,0.2421,0.1418,0.1003,0.0702,0.0843,-0.0141,0.3359,0.2787,0.0572,106.04,90.13,15.91,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824823,2026-06-14,2026-06-14T17:35:00+00:00,2026-06-14T12:01:32.809155+00:00,Baltimore Orioles,San Diego Padres,669432.0,621111.0,Trevor Rogers,Walker Buehler,3.9824,3.4205,0.5619,0.181,0.2134,-0.0324,0.0712,0.0793,-0.0081,0.3049,0.317,-0.0121,97.46,101.73,-4.27,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824824,2026-06-26,2026-06-26T23:05:00+00:00,2026-06-26T22:20:58.424642+00:00,Baltimore Orioles,Washington Nationals,669432.0,674841.0,Trevor Rogers,Andrew Alvarez,3.9824,2.7455,1.2369,0.181,0.2675,-0.0865,0.0712,0.0955,-0.0243,0.3049,0.336,-0.0311,97.46,107.87,-10.41,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824825,2026-06-27,2026-06-27T23:05:00+00:00,2026-06-27T22:11:05.103138+00:00,Baltimore Orioles,Washington Nationals,687064.0,656492.0,Brandon Young,Foster Griffin,3.9614,4.4139,-0.4525,0.1707,0.238,-0.0673,0.0871,0.0615,0.0256,0.2918,0.3382,-0.0464,95.22,102.64,-7.42,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824826,2026-06-12,2026-06-12T23:05:00+00:00,2026-06-12T21:52:30.159126+00:00,Baltimore Orioles,San Diego Padres,669358.0,656288.0,Shane Baz,Griffin Canning,3.834,5.4203,-1.5863,0.199,0.2251,-0.0261,0.086,0.1361,-0.0501,0.3065,0.2945,0.012,98.52,92.36,6.16,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824827,2026-06-11,2026-06-11T23:05:00+00:00,2026-06-11T21:25:37.149013+00:00,Baltimore Orioles,Seattle Mariners,680694.0,693433.0,Kyle Bradish,Bryan Woo,4.0438,3.057,0.9868,0.2467,0.246,0.0007,0.1102,0.0481,0.0621,0.3183,0.3489,-0.0306,100.72,108.58,-7.86,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824828,2026-06-13,2026-06-13T20:05:00+00:00,2026-06-13T14:54:26.594670+00:00,Baltimore Orioles,San Diego Padres,694346.0,681190.0,Trey Gibson,Randy Vásquez,5.5725,4.5034,1.0691,0.1786,0.1766,0.002,0.1357,0.0749,0.0608,0.2715,0.3009,-0.0294,87.29,95.16,-7.87,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824829,2026-06-08,2026-06-08T22:35:00+00:00,2026-06-08T22:28:08.345647+00:00,Baltimore Orioles,Seattle Mariners,694346.0,676106.0,Trey Gibson,Emerson Hancock,5.5725,3.8412,1.7313,0.1786,0.2418,-0.0632,0.1357,0.0567,0.079,0.2715,0.3426,-0.0711,87.29,105.12,-17.83,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824830,2026-06-09,2026-06-09T22:35:00+00:00,2026-06-09T22:25:45.628325+00:00,Baltimore Orioles,Seattle Mariners,669432.0,669302.0,Trevor Rogers,Logan Gilbert,3.9824,3.7774,0.205,0.181,0.2717,-0.0907,0.0712,0.0598,0.0114,0.3049,0.3559,-0.051,97.46,108.05,-10.59,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824831,2026-06-10,2026-06-10T22:35:00+00:00,2026-06-10T21:27:34.957253+00:00,Baltimore Orioles,Seattle Mariners,687064.0,669923.0,Brandon Young,George Kirby,3.9614,3.35,0.6114,0.1707,0.209,-0.0383,0.0871,0.0572,0.0299,0.2918,0.3259,-0.0341,95.22,103.27,-8.05,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824832,2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T16:07:50.641249+00:00,Baltimore Orioles,Toronto Blue Jays,680694.0,693686.0,Kyle Bradish,Spencer Miles,4.0438,3.1,0.9438,0.2467,0.2427,0.004,0.1102,0.0777,0.0325,0.3183,0.3325,-0.0142,100.72,105.75,-5.03,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824833,2026-05-30,2026-05-30T20:05:00+00:00,2026-05-30T19:14:08.902169+00:00,Baltimore Orioles,Toronto Blue Jays,687064.0,702056.0,Brandon Young,Trey Yesavage,3.9614,3.7923,0.1691,0.1707,0.2329,-0.0622,0.0871,0.1205,-0.0334,0.2918,0.3062,-0.0144,95.22,99.27,-4.05,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824908,2026-06-21,2026-06-21T17:35:00+00:00,2026-06-21T16:01:38.010521+00:00,Atlanta Braves,Milwaukee Brewers,693821.0,688107.0,Bryce Elder,Robert Gasser,3.7866,5.1333,-1.3467,0.1985,0.2385,-0.04,0.0729,0.0923,-0.0194,0.3128,0.3231,-0.0103,99.66,98.07,1.59,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824909,2026-06-20,2026-06-20T20:10:00+00:00,2026-06-20T18:20:10.253984+00:00,Atlanta Braves,Milwaukee Brewers,519242.0,690986.0,Chris Sale,Kyle Harrison,2.7071,3.0444,-0.3373,0.2895,0.3,-0.0105,0.0614,0.0621,-0.0007,0.364,0.369,-0.005,112.92,112.9,0.02,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824910,2026-06-19,2026-06-19T23:15:00+00:00,2026-06-19T23:07:05.312509+00:00,Atlanta Braves,Milwaukee Brewers,527048.0,694819.0,Martín Pérez,Jacob Misiorowski,3.9056,1.8374,2.0682,0.2069,0.3883,-0.1814,0.0931,0.0718,0.0213,0.3069,0.4,-0.0931,98.53,124.57,-26.04,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824911,2026-06-18,2026-06-18T23:15:00+00:00,2026-06-18T21:26:08.371620+00:00,Atlanta Braves,San Francisco Giants,527048.0,694738.0,Martín Pérez,Landen Roupp,3.9056,2.9378,0.9678,0.2069,0.2624,-0.0555,0.0931,0.0939,-0.0008,0.3069,0.3343,-0.0274,98.53,106.91,-8.38,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824912,2026-06-17,2026-06-17T18:00:00+00:00,2026-06-17T17:14:15.859563+00:00,Atlanta Braves,San Francisco Giants,656550.0,605288.0,Grant Holmes,Adrian Houser,5.4045,5.222,0.1825,0.2025,0.1576,0.0449,0.1153,0.0804,0.0349,0.2936,0.2886,0.005,91.81,90.66,1.15,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824913,2026-06-17,2026-06-17T23:15:00+00:00,2026-06-17T22:49:45.131796+00:00,Atlanta Braves,San Francisco Giants,702275.0,687931.0,JR Ritchie,Carson Whisenhunt,5.5836,3.5,2.0836,0.2079,0.087,0.1209,0.1404,0.087,0.0534,0.2838,0.25,0.0338,89.81,88.24,1.57,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824914,2026-06-05,2026-06-05T23:15:00+00:00,2026-06-05T23:08:37.410209+00:00,Atlanta Braves,Pittsburgh Pirates,527048.0,656605.0,Martín Pérez,Mitch Keller,3.9056,4.1528,-0.2472,0.2069,0.1821,0.0248,0.0931,0.0844,0.0087,0.3069,0.2989,0.008,98.53,96.0,2.53,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824915,2026-06-06,2026-06-06T20:10:00+00:00,2026-06-06T13:40:39.003341+00:00,Atlanta Braves,Pittsburgh Pirates,675911.0,677952.0,Spencer Strider,Braxton Ashcraft,5.3564,2.831,2.5254,0.2788,0.273,0.0058,0.1212,0.0561,0.0651,0.3288,0.3585,-0.0297,99.11,111.32,-12.21,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824916,2026-06-07,2026-06-07T17:35:00+00:00,2026-06-07T10:56:39.401112+00:00,Atlanta Braves,Pittsburgh Pirates,693821.0,696149.0,Bryce Elder,Bubba Chandler,3.7866,4.6252,-0.8386,0.1985,0.2086,-0.0101,0.0729,0.1314,-0.0585,0.3128,0.2886,0.0242,99.66,93.47,6.19,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824917,2026-06-03,2026-06-03T23:15:00+00:00,2026-06-03T21:48:35.136209+00:00,Atlanta Braves,Toronto Blue Jays,656550.0,571578.0,Grant Holmes,Patrick Corbin,5.4045,4.5928,0.8117,0.2025,0.1672,0.0353,0.1153,0.0772,0.0381,0.2936,0.295,-0.0014,91.81,93.77,-1.96,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824918,2026-06-02,2026-06-02T23:15:00+00:00,2026-06-02T23:02:12.073800+00:00,Atlanta Braves,Toronto Blue Jays,693821.0,592332.0,Bryce Elder,Kevin Gausman,3.7866,3.7842,0.0024,0.1985,0.236,-0.0375,0.0729,0.0558,0.0171,0.3128,0.3401,-0.0273,99.66,104.78,-5.12,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824919,2026-06-04,2026-06-04T23:15:00+00:00,2026-06-04T22:20:52.609536+00:00,Atlanta Braves,Toronto Blue Jays,519242.0,689254.0,Chris Sale,Mason Fluharty,2.7071,3.475,-0.7679,0.2895,0.269,0.0205,0.0614,0.1103,-0.0489,0.364,0.3294,0.0346,112.92,104.65,8.27,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824987,2026-06-21,2026-06-21T20:05:00+00:00,2026-06-21T18:24:23.411178+00:00,Athletics,Los Angeles Angels,678022.0,672282.0,Jack Perkins,Reid Detmers,3.7522,2.8766,0.8756,0.2754,0.2723,0.0031,0.0773,0.0733,0.004,0.349,0.3495,-0.0005,107.1,109.74,-2.64,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
824988,2026-06-20,2026-06-21T02:05:00+00:00,2026-06-20T22:18:04.386974+00:00,Athletics,Los Angeles Angels,669372.0,700712.0,J.T. Ginn,Walbert Ureña,4.0135,3.8395,0.174,0.212,0.2204,-0.0084,0.0978,0.1182,-0.0204,0.3071,0.3011,0.006,98.34,98.07,0.27,ok,home=ok (season pitching stats available); away=ok (season pitching stats available),2026-06-27T22:30:40.481042+00:00
