experiment,fold_id,game_id,game_date,home_team,away_team,research_home_win_probability,outcome
core_plus_shadow_now,2,823045,2026-06-16,Cardinals,Padres,0.4790231929511185,1
core_plus_shadow_now,2,823128,2026-06-17,Mariners,Orioles,0.5491929928435524,1
core_plus_shadow_now,2,823451,2026-06-16,Phillies,Marlins,0.3325133255677261,1
core_plus_shadow_now,2,823535,2026-06-16,Yankees,White Sox,0.3423715559154321,1
core_plus_shadow_now,2,823775,2026-06-16,Brewers,Guardians,0.29826321133334,1
core_plus_shadow_now,2,823939,2026-06-17,Dodgers,Rays,0.4364135876875023,1
core_plus_shadow_now,2,824182,2026-06-17,Astros,Tigers,0.6521252742872339,1
core_plus_shadow_now,2,824504,2026-06-16,Reds,Mets,0.45432377598006124,1
core_plus_shadow_now,2,824667,2026-06-17,Cubs,Rockies,0.47030996223476224,0
core_plus_shadow_now,2,824750,2026-06-16,Red Sox,Blue Jays,0.45515013711139146,0
core_plus_shadow_now,2,824912,2026-06-16,Braves,Giants,0.5815019552383145,0
core_plus_shadow_now,2,824991,2026-06-17,Athletics,Pirates,0.4456445358004333,0
core_plus_shadow_now,2,825070,2026-06-17,D-backs,Angels,0.38969865536193155,0
core_plus_shadow_now,2,822721,2026-06-17,Nationals,Royals,0.6041755083819796,0
core_plus_shadow_now,2,823044,2026-06-17,Cardinals,Padres,0.6081249721330997,0
core_plus_shadow_now,2,823127,2026-06-18,Mariners,Orioles,0.5711683571980287,0
core_plus_shadow_now,2,823450,2026-06-17,Phillies,Marlins,0.3593690581391152,0
core_plus_shadow_now,2,823536,2026-06-17,Yankees,White Sox,0.4602970800814565,1
core_plus_shadow_now,2,823774,2026-06-17,Brewers,Guardians,0.2548107940301422,1
core_plus_shadow_now,2,823940,2026-06-17,Dodgers,Rays,0.6187559663452217,1
core_plus_shadow_now,2,824178,2026-06-17,Astros,Tigers,0.41390419087542446,1
core_plus_shadow_now,3,824503,2026-06-17,Reds,Mets,0.3325885441166149,0
core_plus_shadow_now,3,824668,2026-06-18,Cubs,Rockies,0.27520284613599605,1
core_plus_shadow_now,3,824746,2026-06-17,Red Sox,Blue Jays,0.6344674486336265,0
core_plus_shadow_now,3,824913,2026-06-17,Braves,Giants,0.4854596878304446,0
core_plus_shadow_now,3,824992,2026-06-18,Athletics,Pirates,0.4648520472636617,0
core_plus_shadow_now,3,825072,2026-06-17,D-backs,Angels,0.4369122618483623,1
core_plus_shadow_now,3,822889,2026-06-18,Rangers,Twins,0.43552456972404857,0
