candidate,fold_id,game_id,game_date,home_team,away_team,research_home_win_probability,outcome
logistic_core_c0.05_balanced,2,823855,2026-06-11,Marlins,D-backs,0.6888253297484247,1
logistic_core_c0.05_balanced,2,824101,2026-06-11,Royals,Rangers,0.44685017537595595,0
logistic_core_c0.05_balanced,2,824265,2026-06-11,Tigers,Twins,0.5580328930852989,1
logistic_core_c0.05_balanced,2,824346,2026-06-11,Rockies,Cubs,0.43660265415217453,0
logistic_core_c0.05_balanced,2,824827,2026-06-11,Orioles,Mariners,0.42566885320585696,1
logistic_core_c0.05_balanced,2,822726,2026-06-12,Nationals,Mariners,0.3821498558155569,0
logistic_core_c0.05_balanced,2,822803,2026-06-12,Blue Jays,Yankees,0.42300104732400695,1
logistic_core_c0.05_balanced,2,823211,2026-06-13,Giants,Cubs,0.5523683836530421,0
logistic_core_c0.05_balanced,2,823370,2026-06-12,Pirates,Marlins,0.5659688043399185,0
logistic_core_c0.05_balanced,2,823617,2026-06-12,Mets,Braves,0.5687665235787474,1
logistic_core_c0.05_balanced,2,823695,2026-06-13,Twins,Cardinals,0.5185479100882497,1
logistic_core_c0.05_balanced,2,823778,2026-06-12,Brewers,Phillies,0.5993252943501907,1
logistic_core_c0.05_balanced,2,824020,2026-06-13,Angels,Rays,0.48433579628269935,1
logistic_core_c0.05_balanced,2,824102,2026-06-13,Royals,Astros,0.4821872665839213,0
logistic_core_c0.05_balanced,2,824425,2026-06-12,Guardians,Tigers,0.5329663434004718,1
logistic_core_c0.05_balanced,2,824507,2026-06-12,Reds,D-backs,0.38440921806388245,0
logistic_core_c0.05_balanced,2,824588,2026-06-12,White Sox,Dodgers,0.4827745824675402,1
logistic_core_c0.05_balanced,2,824752,2026-06-12,Red Sox,Rangers,0.46136636199483483,1
logistic_core_c0.05_balanced,2,824826,2026-06-12,Orioles,Padres,0.5949619483234364,1
logistic_core_c0.05_balanced,2,824997,2026-06-13,Athletics,Rockies,0.5547555496947314,1
logistic_core_c0.05_balanced,2,822725,2026-06-13,Nationals,Mariners,0.533272035539162,1
logistic_core_c0.05_balanced,2,822802,2026-06-13,Blue Jays,Yankees,0.38313479745903234,0
logistic_core_c0.05_balanced,2,823213,2026-06-14,Giants,Cubs,0.44686691033376935,0
logistic_core_c0.05_balanced,2,823369,2026-06-13,Pirates,Marlins,0.4594631282002724,1
logistic_core_c0.05_balanced,2,823616,2026-06-13,Mets,Braves,0.5588033263522411,0
logistic_core_c0.05_balanced,2,823694,2026-06-13,Twins,Cardinals,0.460617722151609,0
logistic_core_c0.05_balanced,2,823776,2026-06-13,Brewers,Phillies,0.5437147523282826,0
logistic_core_c0.05_balanced,2,824019,2026-06-14,Angels,Rays,0.5034747585329427,1
logistic_core_c0.05_balanced,2,824100,2026-06-13,Royals,Astros,0.4978651681991496,0
logistic_core_c0.05_balanced,2,824426,2026-06-13,Guardians,Tigers,0.43481374110330157,1
logistic_core_c0.05_balanced,2,824508,2026-06-13,Reds,D-backs,0.41793946271434607,1
logistic_core_c0.05_balanced,2,824587,2026-06-13,White Sox,Dodgers,0.4638499622408876,0
logistic_core_c0.05_balanced,2,824749,2026-06-13,Red Sox,Rangers,0.41950503309534265,1
logistic_core_c0.05_balanced,2,824828,2026-06-13,Orioles,Padres,0.5048690990286163,0
logistic_core_c0.05_balanced,2,824995,2026-06-14,Athletics,Rockies,0.5690375261705038,1
logistic_core_c0.05_balanced,2,822722,2026-06-14,Nationals,Mariners,0.39507238534364414,1
